Sr. No.,Structure Name/Gate No,Division,Circle,Zone,Inspection Year,Inspection Type,Issue/Problem,Recommendation,"Rectification/
Action Taken",Condition,Domain,Latitude ,Longitude,Inspection Type Inspection Year
1473,Barrage Gate No. 47,Taunsa Headworks Division,Taunsa Canal Circle,D.G Khan,2023-2024,Closure,Oil leakages were observed in gear box.,Oil leakages in the gear box should be addressed.,,Satisfactory,Mechanical,30.512597,70.8467292,Closure 2023-2024
1474,Barrage Gate No. 48,Taunsa Headworks Division,Taunsa Canal Circle,D.G Khan,2023-2024,Closure,Oil leakages were observed in gear box.,Oil leakages in the gear box should be addressed.,,Satisfactory,Mechanical,30.512569,70.8465265,Closure 2023-2024
1475,Barrage Gate No. 49,Taunsa Headworks Division,Taunsa Canal Circle,D.G Khan,2023-2024,Closure,Oil leakages were observed in gear box.,Oil leakages in the gear box should be addressed.,,Satisfactory,Mechanical,30.512539,70.846313,Closure 2023-2024
1476,Barrage Gate No. 50,Taunsa Headworks Division,Taunsa Canal Circle,D.G Khan,2023-2024,Closure,Oil leakages were observed in gear box.,Oil leakages in the gear box should be addressed.,,Satisfactory,Mechanical,30.51251,70.8460972,Closure 2023-2024
1477,Barrage Gate No. 51,Taunsa Headworks Division,Taunsa Canal Circle,D.G Khan,2023-2024,Closure,Oil leakages were observed in gear box.,Oil leakages in the gear box should be addressed.,,Satisfactory,Mechanical,30.51247,70.84586,Closure 2023-2024
1478,Barrage Gate No. 52,Taunsa Headworks Division,Taunsa Canal Circle,D.G Khan,2023-2024,Closure,Oil leakages were observed in gear box.,Oil leakages in the gear box should be addressed.,,Satisfactory,Mechanical,30.51245,70.8456748,Closure 2023-2024
1479,Barrage Gate No. 53,Taunsa Headworks Division,Taunsa Canal Circle,D.G Khan,2023-2024,Closure,Oil leakages were observed in gear box.,Oil leakages in the gear box should be addressed.,,Satisfactory,Mechanical,30.512427,70.8454899,Closure 2023-2024
1480,Barrage Gate No. 54,Taunsa Headworks Division,Taunsa Canal Circle,D.G Khan,2023-2024,Closure,Oil leakages were observed in gear box.,Oil leakages in the gear box should be addressed.,,Satisfactory,Mechanical,30.512387,70.8452862,Closure 2023-2024
1481,Barrage Gate No. 55,Taunsa Headworks Division,Taunsa Canal Circle,D.G Khan,2023-2024,Closure,Oil leakages were observed in gear box.,Oil leakages in the gear box should be addressed.,,Satisfactory,Mechanical,30.512368,70.8450694,Closure 2023-2024
1482,Barrage Gate No. 56,Taunsa Headworks Division,Taunsa Canal Circle,D.G Khan,2023-2024,Closure,Oil leakages were observed in gear box.,Oil leakages in the gear box should be addressed.,,Satisfactory,Mechanical,30.512323,70.8448493,Closure 2023-2024
1483,Barrage Gate No. 57,Taunsa Headworks Division,Taunsa Canal Circle,D.G Khan,2023-2024,Closure,Oil leakages were observed in gear box.,Oil leakages in the gear box should be addressed.,,Satisfactory,Mechanical,30.512303,70.8446555,Closure 2023-2024
1484,Barrage Gate No. 58,Taunsa Headworks Division,Taunsa Canal Circle,D.G Khan,2023-2024,Closure,Oil leakages were observed in gear box.,Oil leakages in the gear box should be addressed.,,Satisfactory,Mechanical,30.512275,70.8444228,Closure 2023-2024
1485,Barrage Gate No. 59,Taunsa Headworks Division,Taunsa Canal Circle,D.G Khan,2023-2024,Closure,Oil leakages were observed in gear box.,Oil leakages in the gear box should be addressed.,,Satisfactory,Mechanical,30.512242,70.8442175,Closure 2023-2024
1486,Barrage Gate No. 60,Taunsa Headworks Division,Taunsa Canal Circle,D.G Khan,2023-2024,Closure,Oil leakages were observed in gear box.,Oil leakages in the gear box should be addressed.,,Satisfactory,Mechanical,30.512224,70.8439985,Closure 2023-2024
1487,Barrage Gate No. 61,Taunsa Headworks Division,Taunsa Canal Circle,D.G Khan,2023-2024,Closure,Oil leakages were observed in gear box.,Oil leakages in the gear box should be addressed.,,Satisfactory,Mechanical,30.512177,70.8437909,Closure 2023-2024
1488,Barrage Gate No. 62,Taunsa Headworks Division,Taunsa Canal Circle,D.G Khan,2023-2024,Closure,Oil leakages were observed in gear box.,Oil leakages in the gear box should be addressed.,,Satisfactory,Mechanical,30.512137,70.8435389,Closure 2023-2024
1489,Barrage Gate No. 63,Taunsa Headworks Division,Taunsa Canal Circle,D.G Khan,2023-2024,Closure,Oil leakages were observed in gear box.,Oil leakages in the gear box should be addressed.,,Satisfactory,Mechanical,30.512113,70.8433182,Closure 2023-2024
1490,Barrage Gate No. 64,Taunsa Headworks Division,Taunsa Canal Circle,D.G Khan,2023-2024,Closure,Oil leakages were observed in gear box.,Oil leakages in the gear box should be addressed.,,Satisfactory,Mechanical,30.512081,70.8431232,Closure 2023-2024
1491,Barrage Gate No. 65,Taunsa Headworks Division,Taunsa Canal Circle,D.G Khan,2023-2024,Closure,Oil leakages were observed in gear box.,Oil leakages in the gear box should be addressed.,,Satisfactory,Mechanical,30.512061,70.842906,Closure 2023-2024
1492,Thal Canal Gate No. 1,Kalabagh Headworks Division,Thal Canal Circle,Sarghodha,2023-2024,Closure,,,,Satisfactory,Mechanical,32.916166,71.5278837,Closure 2023-2024
1493,Thal Canal Gate No. 2,Kalabagh Headworks Division,Thal Canal Circle,Sarghodha,2023-2024,Closure,,,,Satisfactory,Mechanical,32.916092,71.5278361,Closure 2023-2024
1494,Thal Canal Gate No. 3,Kalabagh Headworks Division,Thal Canal Circle,Sarghodha,2023-2024,Closure,,,,Satisfactory,Mechanical,32.916026,71.5277886,Closure 2023-2024
1495,Thal Canal Gate No. 4,Kalabagh Headworks Division,Thal Canal Circle,Sarghodha,2023-2024,Closure,,,,Satisfactory,Mechanical,32.915956,71.5277379,Closure 2023-2024
1496,Thal Canal Gate No. 5,Kalabagh Headworks Division,Thal Canal Circle,Sarghodha,2023-2024,Closure,,,,Satisfactory,Mechanical,32.915886,71.5276934,Closure 2023-2024
1497,Thal Canal Gate No. 6,Kalabagh Headworks Division,Thal Canal Circle,Sarghodha,2023-2024,Closure,,,,Satisfactory,Mechanical,32.915823,71.5276336,Closure 2023-2024
1498,Thal Canal Gate No. 7,Kalabagh Headworks Division,Thal Canal Circle,Sarghodha,2023-2024,Closure,Oil leakage was observed in the gear box.,Lubrication oil leakages from gear boxes should be addressed.,,Satisfactory,Mechanical,32.915751,71.5275999,Closure 2023-2024
1499,Barrage Gate No. 1,Kalabagh Headworks Division,Thal Canal Circle,Sarghodha,2023-2024,Closure,Gate was nonfunctional due to damaged bearing brackets of drum and pinion shaft. This may be due to the extra load on the hoisting system caused by malfunctioning of roller trains. Design review will suggest the reason behind this failure.,Nonfunctional gate should be rehabilitated on emergent basis.,,Poor,Mechanical,32.915743,71.5273712,Closure 2023-2024
1500,Barrage Gate No. 1,Kalabagh Headworks Division,Thal Canal Circle,Sarghodha,2023-2024,Closure,A tooth of drum gear was damaged.,Damaged tooth of drum gear should be addressed.,,Poor,Mechanical,32.915743,71.5273712,Closure 2023-2024
1501,Barrage Gate No. 1,Kalabagh Headworks Division,Thal Canal Circle,Sarghodha,2023-2024,Closure,Cross shaft surface of gate was being rubbed against hoist platform’s supporting member.,Cross shafts surface of all gates being rubbed on hoist platform cross members should be rectified.,,Fair,Mechanical,32.915743,71.5273712,Closure 2023-2024
1502,Barrage Gate No. 1,Kalabagh Headworks Division,Thal Canal Circle,Sarghodha,2023-2024,Closure,Oil leakage was observed in the gear box.,Lubrication oil leakages from gear boxes should be addressed.,,Satisfactory,Mechanical,32.915743,71.5273712,Closure 2023-2024
1503,Barrage Gate No. 2,Kalabagh Headworks Division,Thal Canal Circle,Sarghodha,2023-2024,Closure,Gate was nonfunctional due to damaged bearing brackets of drum and pinion shaft. This may be due to the extra load on the hoisting system caused by malfunctioning of roller trains. Design review will suggest the reason behind this failure.,Nonfunctional gate should be rehabilitated on emergent basis.,,Poor,Mechanical,32.915834,71.5271844,Closure 2023-2024
1504,Barrage Gate No. 2,Kalabagh Headworks Division,Thal Canal Circle,Sarghodha,2023-2024,Closure,Cross shaft surface of gate was being rubbed against hoist platform’s supporting member.,Cross shafts surface of all gates being rubbed on hoist platform cross members should be rectified.,,Fair,Mechanical,32.915834,71.5271844,Closure 2023-2024
1505,Barrage Gate No. 2,Kalabagh Headworks Division,Thal Canal Circle,Sarghodha,2023-2024,Closure,Oil leakage was observed in the gear box.,Lubrication oil leakages from gear boxes should be addressed.,,Satisfactory,Mechanical,32.915834,71.5271844,Closure 2023-2024
1506,Barrage Gate No. 3,Kalabagh Headworks Division,Thal Canal Circle,Sarghodha,2023-2024,Closure,Cross shaft surface of gate was being rubbed against hoist platform’s supporting member.,Cross shafts surface of all gates being rubbed on hoist platform cross members should be rectified.,,Fair,Mechanical,32.915941,71.5269978,Closure 2023-2024
1507,Barrage Gate No. 3,Kalabagh Headworks Division,Thal Canal Circle,Sarghodha,2023-2024,Closure,Oil leakage was observed in the gear box.,Lubrication oil leakages from gear boxes should be addressed.,,Satisfactory,Mechanical,32.915941,71.5269978,Closure 2023-2024
1508,Barrage Gate No. 4,Kalabagh Headworks Division,Thal Canal Circle,Sarghodha,2023-2024,Closure,Gate was nonfunctional due to damaged bearing brackets of drum and pinion shaft. This may be due to the extra load on the hoisting system caused by malfunctioning of roller trains. Design review will suggest the reason behind this failure.,Nonfunctional gate should be rehabilitated on emergent basis.,,Poor,Mechanical,32.916052,71.5268205,Closure 2023-2024
1509,Barrage Gate No. 4,Kalabagh Headworks Division,Thal Canal Circle,Sarghodha,2023-2024,Closure,Cross shaft surface of gate was being rubbed against hoist platform’s supporting member.,Cross shafts surface of all gates being rubbed on hoist platform cross members should be rectified.,,Fair,Mechanical,32.916052,71.5268205,Closure 2023-2024
1510,Barrage Gate No. 5,Kalabagh Headworks Division,Thal Canal Circle,Sarghodha,2023-2024,Closure,Cross shaft surface of gate was being rubbed against hoist platform’s supporting member.,Cross shafts surface of all gates being rubbed on hoist platform cross members should be rectified.,,Fair,Mechanical,32.916141,71.5266299,Closure 2023-2024
1511,Barrage Gate No. 5,Kalabagh Headworks Division,Thal Canal Circle,Sarghodha,2023-2024,Closure,Oil leakage was observed in the gear box.,Lubrication oil leakages from gear boxes should be addressed.,,Satisfactory,Mechanical,32.916141,71.5266299,Closure 2023-2024
1512,Barrage Gate No. 6,Kalabagh Headworks Division,Thal Canal Circle,Sarghodha,2023-2024,Closure,Cross shaft surface of gate was being rubbed against hoist platform’s supporting member.,Cross shafts surface of all gates being rubbed on hoist platform cross members should be rectified.,,Fair,Mechanical,32.916245,71.5264341,Closure 2023-2024
1513,Barrage Gate No. 6,Kalabagh Headworks Division,Thal Canal Circle,Sarghodha,2023-2024,Closure,Oil leakage was observed in the gear box.,Lubrication oil leakages from gear boxes should be addressed.,,Satisfactory,Mechanical,32.916245,71.5264341,Closure 2023-2024
1514,Barrage Gate No. 7,Kalabagh Headworks Division,Thal Canal Circle,Sarghodha,2023-2024,Closure,Cross shaft surface of gate was being rubbed against hoist platform’s supporting member.,Cross shafts surface of all gates being rubbed on hoist platform cross members should be rectified.,,Fair,Mechanical,32.916327,71.5262677,Closure 2023-2024
1515,Barrage Gate No. 7,Kalabagh Headworks Division,Thal Canal Circle,Sarghodha,2023-2024,Closure,Oil leakage was observed in the gear box.,Lubrication oil leakages from gear boxes should be addressed.,,Satisfactory,Mechanical,32.916327,71.5262677,Closure 2023-2024
1516,Barrage Gate No. 8,Kalabagh Headworks Division,Thal Canal Circle,Sarghodha,2023-2024,Closure,Cross shaft surface of gate was being rubbed against hoist platform’s supporting member.,Cross shafts surface of all gates being rubbed on hoist platform cross members should be rectified.,,Fair,Mechanical,32.91645,71.526036,Closure 2023-2024
1517,Barrage Gate No. 8,Kalabagh Headworks Division,Thal Canal Circle,Sarghodha,2023-2024,Closure,Oil leakage was observed in the gear box.,Lubrication oil leakages from gear boxes should be addressed.,,Satisfactory,Mechanical,32.91645,71.526036,Closure 2023-2024
1518,Barrage Gate No. 9,Kalabagh Headworks Division,Thal Canal Circle,Sarghodha,2023-2024,Closure,Cross shaft surface of gate was being rubbed against hoist platform’s supporting member.,Cross shafts surface of all gates being rubbed on hoist platform cross members should be rectified.,,Fair,Mechanical,32.916545,71.5258302,Closure 2023-2024
1519,Barrage Gate No. 9,Kalabagh Headworks Division,Thal Canal Circle,Sarghodha,2023-2024,Closure,Oil leakage was observed in the gear box.,Lubrication oil leakages from gear boxes should be addressed.,,Satisfactory,Mechanical,32.916545,71.5258302,Closure 2023-2024
1520,Barrage Gate No. 10,Kalabagh Headworks Division,Thal Canal Circle,Sarghodha,2023-2024,Closure,Cross shaft surface of gate was being rubbed against hoist platform’s supporting member.,Cross shafts surface of all gates being rubbed on hoist platform cross members should be rectified.,,Fair,Mechanical,32.91665,71.5256571,Closure 2023-2024
1521,Barrage Gate No. 10,Kalabagh Headworks Division,Thal Canal Circle,Sarghodha,2023-2024,Closure,Oil leakage was observed in the gear box.,Lubrication oil leakages from gear boxes should be addressed.,,Satisfactory,Mechanical,32.91665,71.5256571,Closure 2023-2024
1522,Barrage Gate No. 11,Kalabagh Headworks Division,Thal Canal Circle,Sarghodha,2023-2024,Closure,Cross shaft surface of gate was being rubbed against hoist platform’s supporting member.,Cross shafts surface of all gates being rubbed on hoist platform cross members should be rectified.,,Fair,Mechanical,32.916756,71.525458,Closure 2023-2024
1523,Barrage Gate No. 11,Kalabagh Headworks Division,Thal Canal Circle,Sarghodha,2023-2024,Closure,Oil leakage was observed in the gear box.,Lubrication oil leakages from gear boxes should be addressed.,,Satisfactory,Mechanical,32.916756,71.525458,Closure 2023-2024
1524,Barrage Gate No. 12,Kalabagh Headworks Division,Thal Canal Circle,Sarghodha,2023-2024,Closure,Cross shaft surface of gate was being rubbed against hoist platform’s supporting member.,Cross shafts surface of all gates being rubbed on hoist platform cross members should be rectified.,,Fair,Mechanical,32.916835,71.5252778,Closure 2023-2024
1525,Barrage Gate No. 12,Kalabagh Headworks Division,Thal Canal Circle,Sarghodha,2023-2024,Closure,Oil leakage was observed in the gear box.,Lubrication oil leakages from gear boxes should be addressed.,,Satisfactory,Mechanical,32.916835,71.5252778,Closure 2023-2024
1526,Barrage Gate No. 13,Kalabagh Headworks Division,Thal Canal Circle,Sarghodha,2023-2024,Closure,Cross shaft surface of gate was being rubbed against hoist platform’s supporting member.,Cross shafts surface of all gates being rubbed on hoist platform cross members should be rectified.,,Fair,Mechanical,32.91694,71.5250852,Closure 2023-2024
1527,Barrage Gate No. 13,Kalabagh Headworks Division,Thal Canal Circle,Sarghodha,2023-2024,Closure,Oil leakage was observed in the gear box.,Lubrication oil leakages from gear boxes should be addressed.,,Satisfactory,Mechanical,32.91694,71.5250852,Closure 2023-2024
1528,Barrage Gate No. 14,Kalabagh Headworks Division,Thal Canal Circle,Sarghodha,2023-2024,Closure,Cross shaft surface of gate was being rubbed against hoist platform’s supporting member.,Cross shafts surface of all gates being rubbed on hoist platform cross members should be rectified.,,Fair,Mechanical,32.917024,71.5249182,Closure 2023-2024
1529,Barrage Gate No. 14,Kalabagh Headworks Division,Thal Canal Circle,Sarghodha,2023-2024,Closure,Oil leakage was observed in the gear box.,Lubrication oil leakages from gear boxes should be addressed.,,Satisfactory,Mechanical,32.917024,71.5249182,Closure 2023-2024
1530,Barrage Gate No. 15,Kalabagh Headworks Division,Thal Canal Circle,Sarghodha,2023-2024,Closure,Cross shaft surface of gate was being rubbed against hoist platform’s supporting member.,Cross shafts surface of all gates being rubbed on hoist platform cross members should be rectified.,,Fair,Mechanical,32.917135,71.5247386,Closure 2023-2024
1531,Barrage Gate No. 15,Kalabagh Headworks Division,Thal Canal Circle,Sarghodha,2023-2024,Closure,Oil leakage was observed in the gear box.,Lubrication oil leakages from gear boxes should be addressed.,,Satisfactory,Mechanical,32.917135,71.5247386,Closure 2023-2024
1532,Barrage Gate No. 16,Kalabagh Headworks Division,Thal Canal Circle,Sarghodha,2023-2024,Closure,Cross shaft surface of gate was being rubbed against hoist platform’s supporting member.,Cross shafts surface of all gates being rubbed on hoist platform cross members should be rectified.,,Fair,Mechanical,32.917241,71.5245201,Closure 2023-2024
1533,Barrage Gate No. 16,Kalabagh Headworks Division,Thal Canal Circle,Sarghodha,2023-2024,Closure,Oil leakage was observed in the gear box.,Lubrication oil leakages from gear boxes should be addressed.,,Satisfactory,Mechanical,32.917241,71.5245201,Closure 2023-2024
1534,Barrage Gate No. 17,Kalabagh Headworks Division,Thal Canal Circle,Sarghodha,2023-2024,Closure,Cross shaft surface of gate was being rubbed against hoist platform’s supporting member.,Cross shafts surface of all gates being rubbed on hoist platform cross members should be rectified.,,Fair,Mechanical,32.917331,71.5243337,Closure 2023-2024
1535,Barrage Gate No. 17,Kalabagh Headworks Division,Thal Canal Circle,Sarghodha,2023-2024,Closure,Oil leakage was observed in the gear box.,Lubrication oil leakages from gear boxes should be addressed.,,Satisfactory,Mechanical,32.917331,71.5243337,Closure 2023-2024
1536,Barrage Gate No. 18,Kalabagh Headworks Division,Thal Canal Circle,Sarghodha,2023-2024,Closure,Cross shaft surface of gate was being rubbed against hoist platform’s supporting member.,Cross shafts surface of all gates being rubbed on hoist platform cross members should be rectified.,,Fair,Mechanical,32.917447,71.5241607,Closure 2023-2024
1537,Barrage Gate No. 18,Kalabagh Headworks Division,Thal Canal Circle,Sarghodha,2023-2024,Closure,Oil leakage was observed in the gear box.,Lubrication oil leakages from gear boxes should be addressed.,,Satisfactory,Mechanical,32.917447,71.5241607,Closure 2023-2024
1538,Barrage Gate No. 19,Kalabagh Headworks Division,Thal Canal Circle,Sarghodha,2023-2024,Closure,Cross shaft surface of gate was being rubbed against hoist platform’s supporting member.,Cross shafts surface of all gates being rubbed on hoist platform cross members should be rectified.,,Fair,Mechanical,32.917531,71.5239937,Closure 2023-2024
